RE	TF	cnt	HOTness
chrIII:12083143-12083427	daf-16,dve-1,elt-2,fos-1,lsy-2,nhr-80	6	cold
chrIII:12084927-12085059	cog-1,daf-16,dve-1,elt-2,lsy-12,lsy-2,nfya-1,nhr-71,nhr-80,pqm-1,sma-9,tbx-2	12	cold
chrIII:12087552-12087828	elt-2	1	cold
chrIII:12088978-12089145	elt-2	1	cold
chrIII:12090259-12090488	dve-1,nhr-80	2	cold
chrIII:12092602-12092773	.	0	cold
chrIII:12094179-12094349	dve-1,elt-2,lsy-2,nhr-80	4	cold
chrIII:12094501-12094668	daf-16,elt-2,fos-1,nhr-80,pqm-1	5	cold
chrIII:12097447-12097597	hlh-8	1	cold
chrIII:12100668-12100887	.	0	cold
chrIII:12106427-12106607	pha-4	1	cold
chrIII:12107479-12107588	dve-1,elt-2,fos-1,nhr-20	4	cold
chrIII:12108139-12108363	daf-16,pha-4	2	cold
chrIII:12113761-12113901	.	0	cold
chrIII:12119654-12119891	ceh-34,hlh-1,unc-55	3	cold
chrIII:12121202-12121360	ceh-34,cog-1,eor-1,hlh-1	4	cold
chrIII:12124423-12124654	ceh-36	1	cold
chrIII:12127057-12127251	.	0	cold
chrIII:12132910-12133116	.	0	cold
chrIII:12134678-12134795	ces-1,nhr-23,unc-42	3	cold
chrIII:12135596-12135717	crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-80,pha-4,pqm-1,skn-1	10	cold
chrIII:12137110-12137263	hlh-1,lin-35,lsy-2,nhr-71,nhr-80,sem-4,sma-9,snu-23,unc-55	9	cold
chrIII:12138253-12138404	crh-2,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,nhr-80,pha-4,pqm-1	10	cold
chrIII:12139498-12139669	aly-1,ceh-36,hlh-1,nfya-1,nhr-20,nhr-25,snu-23,tbx-2	8	cold
chrIII:12140379-12140747	.	0	cold
chrIII:12142476-12142635	nhr-23	1	cold
chrIII:12143474-12143609	pha-4	1	cold
chrIII:12144205-12144372	blmp-1,ceh-34,snu-23	3	cold
chrIII:12146659-12146796	eor-1	1	cold
chrIII:12148150-12148305	pha-4	1	cold
chrIII:12149568-12149778	ceh-22,pha-4	2	cold
chrIII:12150039-12150179	aly-1,ceh-18,ceh-34	3	cold
chrIII:12151118-12151325	pha-4	1	cold
chrIII:12152202-12152304	aly-2,ceh-82,crh-2,dpl-1,dsc-1,dve-1,efl-1,elt-3,eor-1,fkh-8,hlh-30,irx-1,lin-35,lsy-2,nfya-1,nhr-20,nhr-23,nhr-47,nhr-71,nhr-85,pha-4,rnt-1,sem-4,skn-1,sma-3,snpc-4,snu-23,swsn-7,unc-42,unc-55,unc-86,xbp-1	32	HOT
chrIII:12152538-12152640	hmg-11	1	cold
chrIII:12162370-12162496	.	0	cold
chrIII:12176918-12177068	efl-1,nhr-23	2	cold
chrIII:12178101-12178244	blmp-1,ceh-2,ceh-28,ceh-31,ceh-34,cog-1,eor-1,fos-1,hlh-1,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-23,nhr-25,nhr-85,nhr-90,pha-4,ref-2,sem-4,snu-23,swsn-7,tbx-2	24	HOT
chrIII:12188241-12188451	daf-16,dve-1,elt-2,pqm-1	4	cold
chrIII:12189075-12189236	daf-16,elt-2	2	cold
chrIII:12189658-12189898	.	0	cold
chrIII:12192543-12192675	nhr-90,rpc-1	2	cold
chrIII:12202408-12202517	fkh-8	1	cold
chrIII:12218680-12218891	ceh-14,ceh-2,ceh-31,ceh-48,ceh-90,ces-1,cog-1,crh-2,dpl-1,dve-1,efl-1,egl-13,egl-5,eor-1,ets-4,fkh-8,fos-1,hif-1,hlh-8,lin-35,lsy-2,madf-10,nfya-1,nhr-20,nhr-23,nhr-47,nhr-85,pha-4,sem-4,sma-3,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,ttx-3,unc-42,unc-55,unc-86,xbp-1,zip-5,ztf-11	42	HOT
chrIII:12224396-12224586	.	0	cold
chrIII:12224975-12225101	.	0	cold
chrIII:12225309-12225417	athp-1,efl-1,snpc-4,unc-130,xnd-1	5	cold
chrIII:12226139-12226242	ceh-82,ces-1,crh-2,dpl-1,dsc-1,dve-1,efl-1,egl-13,egl-5,eor-1,fkh-10,fkh-8,hif-1,hlh-1,hlh-30,hmg-11,irx-1,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-25,nhr-47,nhr-71,nhr-90,pha-4,rbr-2,rnt-1,sma-3,snpc-4,snu-23,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,ztf-11	41	HOT
chrIII:12233992-12234133	dve-1,elt-2,elt-3,fos-1,lsy-2,nhr-23	6	cold
chrIII:12235606-12235785	.	0	cold
chrIII:12236048-12236176	daf-16,dve-1,elt-2,nhr-80	4	cold
chrIII:12240034-12240232	cebp-1	1	cold
chrIII:12250265-12250407	aha-1,aly-2,atf-7,athp-1,blmp-1,cebp-1,ceh-14,ceh-16,ceh-18,ceh-28,ceh-31,ceh-32,ceh-34,ceh-36,ceh-82,ceh-90,ces-1,cog-1,crh-2,daf-16,dao-5,die-1,dmd-4,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,hnd-1,irx-1,jun-1,let-607,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mef-2,mls-2,nfya-1,nhr-10,nhr-102,nhr-11,nhr-12,nhr-20,nhr-21,nhr-23,nhr-232,nhr-25,nhr-47,nhr-48,nhr-71,nhr-76,nhr-80,nhr-85,nhr-90,pax-1,pha-4,pqm-1,pros-1,rbr-2,rec-8,ref-2,repo-1,rnt-1,rpc-1,sdz-38,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,xnd-1,zfp-2,ztf-11,ztf-18,ztf-26,ztf-4,ztf-7	104	HOT
chrIII:12265193-12265386	.	0	cold
chrIII:12269844-12270034	nfya-1	1	cold
chrIII:12273630-12273734	aha-1,aly-2,cebp-1,ceh-2,ceh-28,ceh-31,ceh-82,ceh-90,ces-1,crh-2,daf-16,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,elt-2,elt-3,eor-1,ets-4,fkh-8,hif-1,hlh-30,hlh-4,hlh-8,hmg-11,irx-1,jun-1,let-607,lim-6,lin-35,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,nhr-85,nhr-90,pha-4,rbr-2,ref-2,rnt-1,sem-4,sma-3,snpc-4,snu-23,swsn-7,tbx-2,tbx-7,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1,zip-5,ztf-11,ztf-4	66	HOT
chrIII:12285322-12285522	.	0	cold
chrIII:12297249-12297418	rpc-1	1	cold
chrIII:12298374-12298496	snpc-4	1	cold
chrIII:12298639-12298754	snpc-4	1	cold
chrIII:12299315-12299530	daf-16	1	cold
chrIII:12305023-12305143	cebp-1,efl-1,fos-1,hlh-30,nhr-80,pha-4,snpc-4,snu-23,unc-55	9	cold
chrIII:12305859-12306147	sma-3,snu-23	2	cold
chrIII:12306961-12307149	.	0	cold
chrIII:12307450-12307618	dve-1,elt-2,fos-1,nhr-80,pqm-1	5	cold
chrIII:12312936-12313132	cebp-1,pqm-1	2	cold
chrIII:12313284-12313434	.	0	cold
chrIII:12316103-12316315	.	0	cold
chrIII:12317334-12317419	cebp-1,dve-1,elt-2,eor-1,nhr-71,sma-3	6	cold
chrIII:12317495-12317658	cebp-1,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,jun-1,nhr-71,nhr-80,pha-4,pqm-1,skn-1,sma-3,sma-9	15	cold
chrIII:12318788-12318987	atf-7,cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,jun-1,let-607,lsy-2,nhr-102,nhr-80,pha-4,pqm-1,skn-1,sma-9	16	cold
chrIII:12323216-12323312	.	0	cold
chrIII:12325270-12325455	atf-7,cebp-1,crh-2,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,jun-1,let-607,madf-10,nhr-102,nhr-48,nhr-80,nhr-90,pha-4,pqm-1,skn-1,sma-3,sma-9,snu-23,ztf-7	23	HOT
chrIII:12327596-12327776	atf-7,cebp-1,crh-2,daf-16,dve-1,elt-2,elt-3,fos-1,hlh-30,jun-1,lsy-2,nhr-80,pha-4,pqm-1,sma-9,snu-23	16	cold
chrIII:12331317-12331512	nfya-1	1	cold
chrIII:12333882-12334026	jun-1,nhr-80,pha-4	3	cold
chrIII:12335438-12335588	atf-7,blmp-1,cebp-1,ceh-18,ceh-28,ces-1,crh-2,daf-16,dpl-1,duxl-1,dve-1,efl-1,egl-5,elt-1,elt-2,elt-3,eor-1,fkh-10,fkh-8,fos-1,hlh-30,hmg-11,irx-1,jun-1,lin-35,lsy-2,madf-10,mdl-1,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pag-3,pha-4,pqm-1,rbr-2,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,swsn-7,unc-130,unc-42,unc-55,xbp-1,ztf-26,ztf-4	57	HOT
chrIII:12336024-12336134	.	0	cold
chrIII:12344988-12345147	him-1,lsy-2,nfya-1,xbp-1	4	cold
chrIII:12351344-12351444	ahr-1,athp-1,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-82,ceh-90,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,egl-13,elt-1,elt-2,eor-1,ets-4,eyg-1,fax-1,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,hnd-1,irx-1,jun-1,let-607,lim-6,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pax-1,pha-2,pha-4,pqm-1,rbr-2,rec-8,ref-2,rnt-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,tbx-7,ttx-3,unc-130,unc-3,unc-42,unc-55,unc-86,vab-15,xbp-1,xnd-1,zfp-2,zip-5,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4,ztf-7	95	HOT
chrIII:12358761-12358885	ceh-28,daf-16,elt-2	3	cold
chrIII:12368373-12368513	cebp-1,ceh-24,daf-16,dpl-1,efl-1,lin-35,lsy-12,ttx-3,unc-55	9	cold
chrIII:12368923-12369140	blmp-1,ceh-28,ceh-31,ceh-34,ceh-36,ceh-48,crh-2,dpl-1,dsc-1,dve-1,efl-1,egl-13,elt-2,fkh-8,fos-1,hlh-1,hlh-30,hlh-6,jun-1,let-607,lin-35,lir-3,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-25,nhr-47,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,rbr-2,ref-2,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,unc-55,unc-86,vab-15,xbp-1,ztf-11,ztf-4	52	HOT
chrIII:12369524-12369640	cebp-1,ceh-31,ceh-82,ces-1,dpl-1,dsc-1,efl-1,fkh-8,hlh-1,hlh-30,hmg-11,lin-35,mbf-1,mdl-1,nfya-1,nhr-20,nhr-23,nhr-25,nhr-71,pros-1,rnt-1,sem-4,snu-23,spr-1,swsn-7,unc-55,unc-86,ztf-4	28	HOT
chrIII:12370067-12370168	aha-1,cebp-1,ceh-82,ceh-90,ces-1,crh-2,daf-16,dpl-1,dsc-1,duxl-1,dve-1,efl-1,elt-2,elt-3,hlh-1,hlh-30,hmg-11,jun-1,lin-35,lsy-12,lsy-2,mdl-1,nfya-1,nhr-20,nhr-23,nhr-25,nhr-47,nhr-71,nhr-90,pha-4,rnt-1,skn-1,sma-3,sma-9,snu-23,sptf-1,swsn-7,unc-130,unc-55,xbp-1,ztf-11	41	HOT
chrIII:12373873-12374061	cebp-1	1	cold
chrIII:12377309-12377416	crh-2,dpl-1,dsc-1,dve-1,efl-1,eor-1,hlh-1,hlh-30,lin-35,lsy-2,nfya-1,nhr-20,nhr-23,nhr-47,nhr-90,pha-4,rnt-1,sem-4,snu-23,swsn-7,unc-55,xbp-1	22	HOT
chrIII:12382636-12382728	.	0	cold
chrIII:12382828-12383012	.	0	cold
chrIII:12383598-12383741	.	0	cold
chrIII:12384576-12384736	daf-16,hif-1,nhr-80	3	cold
chrIII:12386063-12386185	.	0	cold
chrIII:12387312-12387457	.	0	cold
chrIII:12399839-12399962	aly-1,cebp-1,ceh-18,ceh-34,ceh-36,ceh-48,che-1,daf-16,die-1,dpl-1,dsc-1,eor-1,gmeb-2,him-1,hlh-15,hlh-30,hmbx-1,hnd-1,lin-35,lir-3,lsy-12,lsy-2,madf-10,mls-2,nhr-20,nhr-232,nhr-47,nhr-80,nhr-90,npax-4,pop-1,rbr-2,rec-8,ref-2,repo-1,rnt-1,rpc-1,sma-3,snpc-4,snu-23,sptf-1,swsn-7,syd-9,ttx-3,unc-130,unc-3,unc-55,unc-86,xbp-1,zfp-2,ztf-16,ztf-18,ztf-26	53	HOT
chrIII:12421557-12421660	daf-16,dpl-1,fos-1,nhr-80,pha-4,snu-23,unc-55	7	cold
chrIII:12421720-12421808	ceh-28,ceh-48,daf-16,dpl-1,fos-1,hmg-11,nhr-80,snu-23,unc-55	9	cold
chrIII:12424110-12424242	cebp-1,daf-16,dpl-1,dve-1,efl-1,elt-2,elt-3,eor-1,fos-1,hlh-30,hmg-11,jun-1,lsy-2,nhr-20,nhr-25,nhr-71,nhr-80,pha-4,pqm-1,sma-3,snpc-4,snu-23	22	HOT
chrIII:12425740-12425860	.	0	cold
chrIII:12426223-12426373	.	0	cold
chrIII:12426641-12426771	efl-1,him-1,rec-8,unc-130,xnd-1	5	cold
chrIII:12428721-12428981	cebp-1,die-1,xnd-1	3	cold
chrIII:12429194-12429387	.	0	cold
chrIII:12429744-12429851	aha-1,aly-2,blmp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-48,ceh-82,ceh-90,ces-1,cog-1,crh-2,dpl-1,dsc-1,dve-1,efl-1,egl-13,egl-5,elt-3,eor-1,ets-4,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,lin-35,lir-3,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-90,pax-1,pha-4,pqm-1,rnt-1,rpc-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1,ztf-11	66	HOT
chrIII:12430099-12430307	daf-16,elt-2,nhr-80,pqm-1	4	cold
chrIII:12445206-12445317	daf-16,dve-1,elt-2,fos-1,madf-10,nhr-80,sma-9	7	cold
chrIII:12445330-12445568	daf-16,dve-1,elt-2,fos-1,madf-10,nhr-80,sma-9	7	cold
chrIII:12445990-12446129	daf-16,dve-1,elt-2,fos-1,jun-1,mdl-1,nhr-20,nhr-80,pqm-1,sma-9	10	cold
chrIII:12452942-12453070	.	0	cold
chrIII:12453345-12453453	athp-1,blmp-1,cebp-1,ceh-18,ceh-31,ceh-82,ces-1,crh-2,dpl-1,dsc-1,duxl-1,dve-1,efl-1,eor-1,fkh-8,hif-1,hlh-1,hlh-30,hmg-11,irx-1,lin-35,lsy-2,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,nhr-90,pha-4,rbr-2,rnt-1,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1,ztf-11,ztf-4	52	HOT
chrIII:12453781-12453915	cebp-1,ceh-28,daf-16,dve-1,elt-2,eor-1,fos-1,hlh-30,nhr-80,pqm-1	10	cold
chrIII:12454070-12454219	cebp-1,ceh-28	2	cold
chrIII:12454626-12454865	.	0	cold
chrIII:12456897-12457007	cebp-1,ceh-28,ceh-31,crh-2,daf-16,dpl-1,dve-1,efl-1,egl-5,elt-2,eor-1,ets-4,fos-1,hif-1,hlh-30,lin-35,lsy-2,mdl-1,nhr-23,nhr-25,nhr-80,pha-4,pqm-1,sem-4,skn-1,snu-23,unc-130,unc-55,xbp-1	29	HOT
chrIII:12457452-12457570	.	0	cold
chrIII:12472537-12472678	cebp-1,ceh-28,ceh-31,ceh-48,ceh-82,ces-1,crh-2,dsc-1,dve-1,efl-1,elt-2,eor-1,fkh-10,fkh-8,fos-1,him-1,hlh-30,hmg-11,lin-35,lsy-2,madf-10,mdl-1,nfya-1,nhr-47,rbr-2,snu-23,swsn-7,unc-42,unc-55,unc-86,xbp-1	31	HOT
chrIII:12473061-12473188	zip-8	1	cold
chrIII:12473524-12473784	ceh-36	1	cold
chrIII:12495731-12495838	efl-1,unc-130,xnd-1	3	cold
chrIII:12499299-12499408	athp-1,cebp-1,ceh-79,ces-1,dpff-1,dsc-1,efl-1,eor-1,hmg-11,lin-35,lsy-2,mxl-1,rec-8,repo-1,snpc-4,unc-130,xnd-1	17	cold
chrIII:12512908-12513096	zip-8	1	cold
chrIII:12528039-12528148	cebp-1,ceh-31,ceh-82,ces-1,crh-2,dpl-1,dsc-1,dve-1,efl-1,elt-2,elt-3,eor-1,hif-1,hmg-11,hnd-1,irx-1,jun-1,lin-35,lsy-2,madf-10,nfya-1,nhr-20,nhr-47,nhr-71,nhr-90,pha-4,rbr-2,sem-4,sma-3,snpc-4,snu-23,sptf-1,swsn-7,unc-55,unc-86,xbp-1,ztf-11	37	HOT
chrIII:12537262-12537484	him-1,xnd-1	2	cold
chrIII:12538551-12538753	ceh-28	1	cold
chrIII:12538946-12539223	.	0	cold
chrIII:12548152-12548338	efl-1	1	cold
chrIII:12548478-12548654	blmp-1,crh-2,daf-16,dve-1,efl-1,elt-2,fos-1,nhr-80,pha-4,pqm-1,sma-3,sma-9	12	cold
chrIII:12549544-12549708	atf-7,blmp-1,cebp-1,ceh-28,crh-2,daf-16,dpl-1,dve-1,efl-1,elt-2,elt-3,eor-1,fos-1,hif-1,hlh-30,jun-1,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,repo-1,sem-4,sma-3,sma-9,snu-23,sptf-1,tbx-2,unc-130,ztf-26,ztf-4	46	HOT
chrIII:12549772-12549871	atf-7,blmp-1,cebp-1,ceh-28,crh-2,daf-16,dpl-1,dve-1,efl-1,elt-2,elt-3,eor-1,fos-1,hif-1,hlh-30,jun-1,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-84,nhr-85,nhr-90,pha-4,pqm-1,repo-1,rnt-1,sem-4,sma-3,sma-9,snu-23,sptf-1,tbx-2,unc-130,ztf-26,ztf-4	48	HOT
chrIII:12551264-12551531	blmp-1,crh-2,dpl-1,dve-1,elt-3,hlh-30,nhr-20,nhr-21,nhr-25,nhr-47,nhr-71,nhr-85,nhr-90,rnt-1,skn-1,sma-3,sma-9,snu-23	18	HOT
chrIII:12554754-12554895	cebp-1,eor-1,unc-55	3	cold
chrIII:12556208-12556340	cebp-1,ceh-18,ceh-31,ceh-34,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,efl-1,eor-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,irx-1,lin-35,lsy-2,mdl-1,mef-2,nfya-1,nhr-20,nhr-47,nhr-48,nhr-71,rbr-2,rnt-1,sem-4,sma-9,snpc-4,snu-23,swsn-7,tbx-2,unc-130,unc-3,unc-42,unc-55,unc-86,xbp-1,ztf-4	42	HOT
chrIII:12557093-12557281	fkh-10	1	cold
chrIII:12558030-12558360	aly-1,atf-7,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-82,ces-1,che-1,cog-1,crh-2,daf-16,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-2,eor-1,ets-4,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,lim-6,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pros-1,rbr-2,ref-2,rnt-1,sem-4,sma-3,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,unc-42,unc-55,unc-86,xbp-1,ztf-11,ztf-4	71	HOT
chrIII:12558722-12558858	.	0	cold
chrIII:12559994-12560129	.	0	cold
chrIII:12563285-12563507	nhr-80	1	cold
chrIII:12564248-12564437	ces-1,hmg-11,lsy-2,unc-42	4	cold
chrIII:12564843-12565040	.	0	cold
chrIII:12565313-12565506	eor-1,snu-23	2	cold
chrIII:12565774-12565947	hlh-30,lsy-2,mdl-1,pha-4	4	cold
chrIII:12566649-12566755	daf-16,dve-1	2	cold
chrIII:12568252-12568457	aha-1,atf-7,blmp-1,cebp-1,ceh-18,ceh-31,ceh-82,crh-2,daf-16,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,fkh-10,fkh-8,fos-1,hif-1,hlh-30,hmg-11,irx-1,jun-1,let-607,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mef-2,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,rbr-2,repo-1,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,spr-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1,ztf-26,ztf-4	67	HOT
chrIII:12568955-12569161	cebp-1,elt-2	2	cold
chrIII:12572576-12572807	.	0	cold
chrIII:12574995-12575081	.	0	cold
chrIII:12575384-12575563	unc-130,xnd-1	2	cold
chrIII:12575834-12576020	aly-1,ceh-31,ceh-34,eor-1,eyg-1,hlh-1,hlh-6,lin-35,nfya-1,nhr-25,pha-4,snu-23,tbx-2	13	cold
chrIII:12579257-12579424	dsc-1,eor-1,hlh-1,sem-4	4	cold
chrIII:12580420-12580666	unc-55	1	cold
chrIII:12583497-12583650	aha-1,aly-2,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-82,ces-1,cog-1,crh-2,daf-16,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-2,elt-3,eor-1,ets-4,fkh-10,fkh-2,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,mef-2,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pag-3,peb-1,pha-4,pqm-1,rbr-2,ref-2,rnt-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,unc-130,unc-42,unc-55,unc-62,unc-86,vab-15,xbp-1,ztf-11,ztf-16,ztf-26,ztf-4,ztf-7	90	HOT
chrIII:12598462-12598576	aha-1,blmp-1,cebp-1,ceh-18,ceh-28,ceh-30,ceh-31,ceh-34,ceh-48,ceh-82,ces-1,cog-1,crh-2,daf-16,dao-5,dpl-1,dsc-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,nhr-80,nhr-85,nhr-90,pax-1,pha-4,rbr-2,ref-2,rnt-1,rpc-1,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1,zfp-2,ztf-11,ztf-26,ztf-4,ztf-7	76	HOT
chrIII:12598997-12599149	aly-2,atf-7,athp-1,blmp-1,cebp-1,dpff-1,duxl-1,efl-1,elt-2,elt-3,fkh-8,fos-1,gmeb-2,hif-1,hmbx-1,jun-1,lsy-2,madf-10,mls-2,nhr-21,nhr-25,nhr-85,repo-1,rnt-1,sma-3,sma-9,snu-23,spr-1,sptf-1,xnd-1	30	HOT
chrIII:12599407-12599505	.	0	cold
chrIII:12599673-12599854	egl-5,nhr-85,nhr-90,rnt-1,snpc-4,snu-23,swsn-7	7	cold
chrIII:12600816-12600996	.	0	cold
chrIII:12603308-12603534	.	0	cold
chrIII:12606215-12606381	cebp-1,daf-16,dve-1,elt-2,fos-1,lsy-2,nhr-80,pha-4	8	cold
chrIII:12606976-12607096	ces-1,daf-16,dve-1,eor-1,nhr-90	5	cold
chrIII:12607281-12607415	atf-7,athp-1,cebp-1,ceh-79,dpff-1,eor-1,nhr-21,zip-8	8	cold
chrIII:12608512-12608733	aha-1,atf-7,athp-1,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-48,ceh-79,ceh-82,ces-1,che-1,cog-1,crh-2,daf-16,dao-5,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-4,eyg-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mef-2,mls-2,nfya-1,nhr-10,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-2,pha-4,pqm-1,pros-1,rbr-2,rec-8,ref-2,repo-1,rnt-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1,xnd-1,zfp-2,ztf-11,ztf-18,ztf-26,ztf-4,ztf-7	101	HOT
chrIII:12611435-12611579	dsc-1	1	cold
